Main ID,Incident ID,Incident Type,Region of Incident,Website Date,Incident year,Reported Month,Number of Dead,Minimum Estimated Number of Missing,Total Number of Dead and Missing,Number of Survivors,Number of Females,Number of Males,Number of Children,Region of Origin,Cause of Death,Country of Origin,Migration route,Location of death,Information Source,Coordinates,UNSD Geographical Grouping,Article title,Source Quality,URL
2021.MMP00361,2021.MMP00361,Incident,North America,2021-05-22,2021,May,1.0,,1,,,1.0,,Central America,"Harsh environmental conditions / lack of adequate shelter, food, water",El Salvador,US-Mexico border crossing,"26 miles southeast of Van Horn, Culberson County, Texas, USA","Culberson County Sheriff's Office, News West 9","30.8540853, -104.8845289",Northern America,Culberson County Sheriff's Office investigating death of migrant southeast of Van Horn,5.0,https://archive.ph/v4uoE
2021.MMP00371,2021.MMP00371,Incident,North America,2021-06-01,2021,June,1.0,,1,,,1.0,,Central America,"Harsh environmental conditions / lack of adequate shelter, food, water",Mexico,US-Mexico border crossing,"Unspecified location in the Barry M. Goldwater Air Force Range, southeast of Foothills, Yuma County, Arizona, USA",US Border Patrol,"32.51201959, -114.2335269",Northern America,Yuma Agents Find Two Deceased Individuals in Desert Tuesday,5.0,https://archive.ph/V1vob
2021.MMP00372,2021.MMP00372,Incident,North America,2021-06-01,2021,June,1.0,,1,,1.0,,,Central America,"Harsh environmental conditions / lack of adequate shelter, food, water",Guatemala,US-Mexico border crossing,"Unspecified location in the Barry M. Goldwater Air Force Range, south of Foothills, Yuma County, Arizona, USA",US Border Patrol,"32.44482662, -114.446387",Northern America,Yuma Agents Find Two Deceased Individuals in Desert Tuesday,5.0,https://archive.ph/V1vob
2021.MMP00374,2021.MMP00374,Incident,North America,2021-05-26,2021,May,1.0,,1,,,1.0,,Central America,"Harsh environmental conditions / lack of adequate shelter, food, water",El Salvador,US-Mexico border crossing,"Cazadora Ranch located northwest of Crystal City, Zavala County, Texas, USA",Zavala County Sheriff's Office,"28.65989473, -99.83025098",Northern America,"Un indocumentado de El Salvador murió deshidratado en un rancho cerca de Crystal City, Texas",5.0,https://archive.ph/A5UO9
2021.MMP00380,2021.MMP00380,Incident,Central America,2021-06-09,2021,June,1.0,,1,,,1.0,1.0,Latin America / Caribbean (P),Mixed or unknown,Unknown,US-Mexico border crossing,"In El Faro, Tamaulipas, Mexico",Diario del Yaqui,"26.20468876, -98.5008908",Central America,Localizan cuerpo de presunta migrante en Tamaulipas,1.0,https://archive.ph/EcONR
2021.MMP00382,2021.MMP00382,Incident,Central America,2021-06-04,2021,June,1.0,,1,,,1.0,,Central America,Drowning,Nicaragua,US-Mexico border crossing,"Rio Bravo, unspecified location, Mexico","La Nueva Radio YA, Noticias de Bluefields","28.70601548, -100.5121682",Central America,Pinolero fallece ahogado en el río Bravo de Estados Unidos,3.0,https://archive.ph/2sZE4
2021.MMP00383,2021.MMP00383,Incident,North America,2021-06-02,2021,June,1.0,,1,,,1.0,,Latin America / Caribbean (P),Drowning,Unknown,US-Mexico border crossing,"Rio Bravo, International Bridge I, Eagle Pass, Maverick County, Texas, USA",El Siglo de Coahuila,"28.70601548, -100.5121682",Northern America,Localizan cuerpo sin vida flotando en las aguas del río Bravo en Eagle Pass,1.0,https://archive.ph/YfxNL
2021.MMP00384,2021.MMP00384,Incident,Central America,2021-05-29,2021,May,1.0,,1,,,1.0,,Central America,Drowning,Mexico,US-Mexico border crossing,"Rio Bravo, Santa María neighborhood, Piedras Negras, Coahuila, Mexico",K911,"28.72383323, -100.5084339",Central America,"En Piedras Negras, localizan a migrante guanajuatense ahogado en el Río Bravo",1.0,https://archive.ph/QaubO
2021.MMP00385,2021.MMP00385,Incident,Central America,2021-06-08,2021,June,1.0,,1,,,1.0,,Latin America / Caribbean (P),Drowning,Unknown,US-Mexico border crossing,"Rio Bravo, 12 miles north of Eagle Pass, Maverick County, Texas, USA",K911,"28.86035777, -100.5900667",Northern America,"Otro indocumentado apareció ahogado en el Río Bravo, al norte de Eagle Pass",1.0,https://archive.ph/nlDOb
2021.MMP00386,2021.MMP00386,Incident,North America,2021-06-07,2021,June,1.0,,1,,1.0,,,Central America,Drowning,Honduras,US-Mexico border crossing,"Rio Bravo, Eagle Pass, Maverick County, Texas, USA","K911, El Heraldo","28.70601548, -100.5121682",Northern America,"Otro indocumentado apareció ahogado en el Río Bravo, al norte de Eagle Pass",3.0,https://archive.ph/nlDOb
2021.MMP00389,2021.MMP00389,Incident,North America,2021-06-10,2021,June,1.0,,1,,,1.0,,Latin America / Caribbean (P),"Harsh environmental conditions / lack of adequate shelter, food, water",Unknown,US-Mexico border crossing,"1.3 km from border wall in Sunland Park, Doña Ana County, New Mexico, USA","El Dario MX, ABC KVIA","31.785267, -106.554545",Northern America,Van 2 migrantes muertos y tres desaparecidos,3.0,https://archive.vn/eoSdX
2021.MMP00390,2021.MMP00390,Incident,North America,2021-06-11,2021,June,1.0,,1,,,1.0,,Central America,Accidental death,Mexico,US-Mexico border crossing,"20 meters from the border wall in El Paso, El Paso County, Texas, after having entered the United States across the Rio Grande","El Dario MX, ABC KVIA, KTSM9 NEWS","31.754475, -106.426",Northern America,Police say 24-year-old Mexican national fell to his death attempting to scale 35-foot border wall,3.0,https://archive.vn/eoSdX
2021.MMP00402,2021.MMP00402,Incident,Central America,2021-06-09,2021,June,1.0,,1,,,1.0,,Central America,Drowning,Mexico,US-Mexico border crossing,"Rio Bravo, near Santa Cecilia neighborhood, Nuevo Laredo, Tamaulipas, Mexico",Líder Informativo,"27.38965142, -99.49302361",Central America,Muere en el Bravo otro migrante en su intento por llegar a EU,1.0,https://archive.ph/Do0nt
2021.MMP00407,2021.MMP00407,Incident,North America,2021-06-13,2021,June,1.0,,1,,,1.0,,Central America,Drowning,Mexico,US-Mexico border crossing,"Rio Bravo, by the Eagle Pass Golf Course, Eagle Pass, Maverick County, Texas, USA",K911,"28.69871512, -100.5102039",Northern America,"Se ahoga otro indocumentado en el río Bravo en Eagle Pass, Texas.",1.0,https://archive.ph/kNB9X
2021.MMP00408,2021.MMP00408,Incident,Central America,2021-06-15,2021,June,1.0,,1,,,1.0,,Central America,Drowning,Mexico,US-Mexico border crossing,"Rio Bravo, by ""El Patinadero"", Nuevo Laredo, Tamaulipas, Mexico","Líder Informativo, La Jornada, Hora Cero","27.47874782, -99.4792803",Central America,Río Bravo cobra la vida de migrante poblano,3.0,https://archive.ph/0k2lO
2021.MMP00418,2021.MMP00418,Incident,North America,2021-06-13,2021,June,1.0,,1,,1.0,,,South America,Vehicle accident / death linked to hazardous transport,Ecuador,US-Mexico border crossing,"University Medical Center in El Paso, El Paso County, Texas, USA - After jumping from a moving vehicle during a Boder Patrol pursuit, northwest of Columbus, New Mexico",US Border Patrol,"32.0884126, -107.4481688",Northern America,U.S. Border Patrol Failure To Yield Incident,5.0,https://archive.ph/EUsH3
2021.MMP00419,2021.MMP00419,Incident,North America,2021-06-10,2021,June,1.0,,1,,,1.0,,Central America,"Harsh environmental conditions / lack of adequate shelter, food, water",Mexico,US-Mexico border crossing,"Valley Regional Medical Center, Brownsville, Cameron County, Texas, USA - After being found unresponsive by US Border Patrol",US Border Patrol,"25.97777195, -97.51466326",Northern America,Death in Custody in the RGV,5.0,https://archive.ph/IKCdn
2021.MMP00420,2021.MMP00420,Incident,North America,2021-06-19,2021,June,1.0,,1,,,1.0,,Central America,Vehicle accident / death linked to hazardous transport,Mexico,US-Mexico border crossing,"Abrazo West Medical Center, Goodyear, Maricopa County, Arizona, USA - after vehicle accident during US Border Patrol pursuit, close to Lukeville, AZ",US Border Patrol,"33.46233163, -112.3520941",Northern America,Failure to Yield Results in Death,5.0,https://archive.ph/0ClcN
2021.MMP00422,2021.MMP00422,Incident,North America,2021-06-10,2021,June,1.0,,1,,1.0,,,Latin America / Caribbean (P),"Harsh environmental conditions / lack of adequate shelter, food, water",Unknown,US-Mexico border crossing,"Between Rio Bravo and El Cenizo, Webb County, Texas, USA",US Border Patrol,"27.35501854, -99.48372901",Northern America,"Rescue Beacon Aids Laredo Sector Border Patrol to Rescue Individuals in Distress, One Succumbs to Heat Related Injuries",5.0,https://archive.ph/cPesJ
2021.MMP00425,2021.MMP00425,Incident,Central America,2021-06-20,2021,June,1.0,,1,,,1.0,,Central America,Violence,Honduras,US-Mexico border crossing,"Juárez avenue (1km away from the border), Mexicali, Baja California, Mexico",El Imparcial,"32.65816134, -115.4907367",Central America,Investigan homicidio de un hondureño en el centro de Mexicali,1.0,https://archive.ph/1Kz00
2021.MMP00426,2021.MMP00426,Incident,North America,2021-06-23,2021,June,1.0,,1,1.0,,1.0,1.0,South America,"Harsh environmental conditions / lack of adequate shelter, food, water",Ecuador,US-Mexico border crossing,"Unspecified location in Culberson County, Texas, USA","Culberson County Sheriff's Office, cbs7","31.52076745, -104.482768",Northern America,Sheriff’s Office: 15-year-old migrant found dead,5.0,https://archive.ph/9Lny6
2021.MMP00439,2021.MMP00439,Incident,North America,2021-06-13,2021,June,1.0,,1,,1.0,,,Central America,"Harsh environmental conditions / lack of adequate shelter, food, water",Guatemala,US-Mexico border crossing,"Under a tree near County 19th Street and Avenue 10E, Yuma County, Arizona, USA",US Border Patrol,"32.49750617, -114.480166",Northern America,"Agents, Consulates and Coroner Work Together to Identify Deceased Migrant Found in the Desert",5.0,https://archive.ph/tE6Sj
2021.MMP00443,2021.MMP00443,Incident,North America,2021-06-16,2021,June,1.0,,1,,1.0,,,Central America,"Harsh environmental conditions / lack of adequate shelter, food, water",Mexico,US-Mexico border crossing,"At the base of Mt. Cristo Rey, Sunland Park, Doña Ana County, New Mexico, USA","KVIA, KTSM9, Sunland Park Fire Department","31.78721121, -106.5457835",Northern America,2 dead migrants found in Sunland Park after another rescued from Mt. Cristo Rey,3.0,https://archive.ph/fuOZ1
2021.MMP00444,2021.MMP00444,Incident,North America,2021-06-16,2021,June,1.0,,1,,,1.0,,Latin America / Caribbean (P),"Harsh environmental conditions / lack of adequate shelter, food, water",Unknown,US-Mexico border crossing,"Remote desert area of Sunland Park near Riverside Elementary School, Doña Ana County, New Mexico, USA","KVIA, KTSM9","31.80675321, -106.6199581",Northern America,2 dead migrants found in Sunland Park after another rescued from Mt. Cristo Rey,3.0,https://archive.ph/fuOZ1
2021.MMP00446,2021.MMP00446,Incident,North America,2021-06-27,2021,June,1.0,,1,12.0,,1.0,,Central America,"Harsh environmental conditions / lack of adequate shelter, food, water",Mexico,US-Mexico border crossing,"Approximately 30 miles South of Highway 90 on Chispa Rd, Presidio County, Texas, USA",Presidio County Sheriff's Office,"30.52044183, -104.8739003",Northern America,,5.0,https://www.facebook.com/PresidioCountySheriffsOffice/posts/6012881395390341
2021.MMP00466,2021.MMP00466,Incident,North America,2021-06-30,2021,June,1.0,,1,,,1.0,,Latin America / Caribbean (P),Mixed or unknown,Unknown,US-Mexico border crossing,"Mountains, a few miles southwest of Dulzura, San Diego County, California, USA",San Diego Tribune,"32.60582, -116.81832",Northern America,Medical Examiner investigating death of migrant in East County mountains,1.0,https://archive.vn/e80Um
2021.MMP00468,2021.MMP00468,Incident,North America,2021-01-05,2021,January,1.0,,1,,1.0,,,Central America,Violence,Mexico,US-Mexico border crossing,"Bisbee Traffic Circle at Highway 92 and Highway 80 Interchange, Pima County, Arizona, USA",Pima County Office of the Medical Examiner (PCOME),"31.43222381, -109.8928271",Northern America,,5.0,https://humaneborders.info/app/mapa.asp
2021.MMP00469,2021.MMP00469,Incident,North America,2021-01-05,2021,January,1.0,,1,,,1.0,,Central America,Violence,Guatemala,US-Mexico border crossing,"Bisbee Traffic Circle at Highway 92 and Highway 80 Interchange, Pima County, Arizona, USA",Pima County Office of the Medical Examiner (PCOME),"31.43222381, -109.8928271",Northern America,,5.0,https://humaneborders.info/app/mapa.asp
2021.MMP00470,2021.MMP00470,Incident,North America,2021-01-07,2021,January,1.0,,1,,,1.0,,Latin America / Caribbean (P),Mixed or unknown,Unknown,US-Mexico border crossing,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"31.692633, -111.8142",Northern America,,5.0,https://humaneborders.info/app/mapa.asp
2021.MMP00471,2021.MMP00471,Incident,North America,2021-01-10,2021,January,1.0,,1,,,1.0,,Central America,"Harsh environmental conditions / lack of adequate shelter, food, water",Guatemala,US-Mexico border crossing,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"31.68276, -110.864752",Northern America,,5.0,https://humaneborders.info/app/mapa.asp
2021.MMP00472,2021.MMP00472,Incident,North America,2021-01-11,2021,January,1.0,,1,,,1.0,,Latin America / Caribbean (P),Mixed or unknown,Unknown,US-Mexico border crossing,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"32.51472, -111.8303",Northern America,,5.0,https://humaneborders.info/app/mapa.asp
2021.MMP00473,2021.MMP00473,Incident,North America,2021-01-11,2021,January,1.0,,1,,,1.0,,Latin America / Caribbean (P),Mixed or unknown,Unknown,US-Mexico border crossing,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"31.83375, -112.3743",Northern America,,5.0,https://humaneborders.info/app/mapa.asp
2021.MMP00474,2021.MMP00474,Incident,North America,2021-01-11,2021,January,1.0,,1,,,,,Latin America / Caribbean (P),Mixed or unknown,Unknown,US-Mexico border crossing,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"32.542332, -112.343452",Northern America,,5.0,https://humaneborders.info/app/mapa.asp
2021.MMP00475,2021.MMP00475,Incident,North America,2021-01-13,2021,January,1.0,,1,,,,,Latin America / Caribbean (P),Mixed or unknown,Unknown,US-Mexico border crossing,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"31.78536, -111.83111",Northern America,,5.0,https://humaneborders.info/app/mapa.asp
2021.MMP00476,2021.MMP00476,Incident,North America,2021-01-15,2021,January,1.0,,1,,,1.0,,Central America,Violence,Mexico,US-Mexico border crossing,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"31.33415, -110.11293",Northern America,,5.0,https://humaneborders.info/app/mapa.asp
2021.MMP00477,2021.MMP00477,Incident,North America,2021-01-16,2021,January,1.0,,1,,,1.0,,Latin America / Caribbean (P),Mixed or unknown,Unknown,US-Mexico border crossing,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"31.977452, -112.68819",Northern America,,5.0,https://humaneborders.info/app/mapa.asp
2021.MMP00478,2021.MMP00478,Incident,North America,2021-01-19,2021,January,1.0,,1,,,1.0,,Latin America / Caribbean (P),Mixed or unknown,Unknown,US-Mexico border crossing,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"31.963194, -112.16075",Northern America,,5.0,https://humaneborders.info/app/mapa.asp
2021.MMP00479,2021.MMP00479,Incident,North America,2021-01-23,2021,January,1.0,,1,,,1.0,,Latin America / Caribbean (P),Mixed or unknown,Unknown,US-Mexico border crossing,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"31.648472, -111.257167",Northern America,,5.0,https://humaneborders.info/app/mapa.asp
2021.MMP00480,2021.MMP00480,Incident,North America,2021-01-24,2021,January,1.0,,1,,,1.0,,Central America,"Harsh environmental conditions / lack of adequate shelter, food, water",Mexico,US-Mexico border crossing,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"31.463389, -109.076444",Northern America,,5.0,https://humaneborders.info/app/mapa.asp
2021.MMP00481,2021.MMP00481,Incident,North America,2021-01-25,2021,January,1.0,,1,,,1.0,,Latin America / Caribbean (P),Mixed or unknown,Unknown,US-Mexico border crossing,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"32.131, -113.237833",Northern America,,5.0,https://humaneborders.info/app/mapa.asp
2021.MMP00482,2021.MMP00482,Incident,North America,2021-01-28,2021,January,1.0,,1,,,,,Latin America / Caribbean (P),Mixed or unknown,Unknown,US-Mexico border crossing,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"31.71416, -111.95791",Northern America,,5.0,https://humaneborders.info/app/mapa.asp
